DateTime,Open,High,Low,Close,Volume,Macro_Bias,AI_Prediction,AI_Confidence,Volatility_Regime,ATR,Signal,Entry_Price,Stop_Loss,Take_Profit,RR_Ratio
2024-01-01 00:00:00,2001.2887769070765,2012.074753168562,1999.3473877119818,2000.0,7582,-1,-1,0.8,LOW,12.727365456580173,0,2000.0,,,
2024-01-01 00:05:00,2002.9339904484605,2008.2492166198062,2000.4095794454079,2002.5001017932689,9350,-1,0,0.2,LOW,12.300875091173133,0,2002.5001017932689,,,
2024-01-01 00:10:00,2004.3896993467986,2010.5408766100288,2002.332937498047,2003.0801168234623,7013,-1,0,0.2,LOW,11.91107166458349,0,2003.0801168234623,,,
2024-01-01 00:15:00,2007.0698703338526,2007.4119347970068,1996.871267256514,2006.0217874591121,2350,-1,0,0.2,LOW,11.78055698609865,0,2006.0217874591121,,,
2024-01-01 00:20:00,2009.6936686891263,2011.9492397907727,2010.9228959705142,2011.5694078954496,8684,-1,0,0.2,LOW,11.223118447580736,0,2011.5694078954496,,,
2024-01-01 00:25:00,2015.5725312105294,2015.0992928748683,2006.6764067339757,2011.7990880920142,8057,0,0,0.2,LOW,10.956429656467582,0,2011.7990880920142,,,
2024-01-01 00:30:00,2009.0341582201452,2014.8057689954824,2011.0773200790002,2012.0353473943626,8985,-1,0,0.2,LOW,10.268050538373737,0,2012.0353473943626,,,
2024-01-01 00:35:00,2017.9396519225297,2022.060425998725,2015.6406139384833,2017.717859062203,6875,-1,0,0.2,LOW,10.244910354182172,0,2017.717859062203,,,
2024-01-01 00:40:00,2024.3896197784395,2029.2851129103205,2020.3176022890927,2020.9165140729074,8280,-1,0,0.2,LOW,10.370847829795073,0,2020.9165140729074,,,
2024-01-01 00:45:00,2021.5638073441155,2028.438941099022,2019.0433580282574,2020.3804931762447,4030,-1,0,0.2,LOW,10.27796547179217,0,2020.3804931762447,,,
2024-01-01 00:50:00,2024.566146466428,2024.6967018246403,2022.2358556178929,2022.8937073283255,1675,-1,0,0.2,LOW,9.71017910765916,0,2022.8937073283255,,,
2024-01-01 00:55:00,2020.265031342115,2025.822874280915,2015.11954949801,2022.3713596404552,1368,-1,0,0.2,LOW,9.80476441006352,0,2022.3713596404552,,,
2024-01-01 01:00:00,2022.5486261321687,2025.963043829549,2018.6949744488236,2021.854533216975,7770,-1,0,0.2,LOW,9.56317440726941,0,2021.854533216975,,,
2024-01-01 01:05:00,2023.399708839715,2024.9898205057912,2022.8945893856912,2023.4729141651048,4360,-1,0,0.5,LOW,8.95099468170244,0,2023.4729141651048,,,
2024-01-01 01:10:00,2016.3559862182788,2024.8571840055597,2014.0732520222907,2018.6160745566076,2471,-1,0,0.5,LOW,9.12556013899449,0,2018.6160745566076,,,
2024-01-01 01:15:00,2016.109450942739,2021.8768781107528,2013.7364999857007,2014.379307963789,6351,-1,0,0.5,LOW,9.031733280523792,0,2014.379307963789,,,
2024-01-01 01:20:00,2012.0399693514162,2015.9066640955527,2008.095494621832,2013.6789428287175,2348,-1,0,0.19999999999999998,LOW,8.91548910844732,0,2013.6789428287175,,,
2024-01-01 01:25:00,2010.2379687109667,2019.28980788071,2005.7411518010863,2011.6398179753037,4016,-1,0,0.19999999999999998,LOW,9.356743105702213,0,2011.6398179753037,,,
2024-01-01 01:30:00,2014.4730694271832,2015.4482805158689,2002.9498752867637,2013.6079107830135,1669,-1,0,0.19999999999999998,LOW,9.655949022216781,0,2013.6079107830135,,,
2024-01-01 01:35:00,2011.6083314858492,2014.314442436002,2011.0332844735206,2011.8948223771392,6727,-1,0,0.19999999999999998,LOW,9.048826064146757,0,2011.8948223771392,,,
2024-01-01 01:40:00,2009.0296381903763,2010.6582773794812,2002.984943090777,2008.6910621430643,2254,-1,0,0.39999999999999997,LOW,9.035593037691084,0,2008.6910621430643,,,
2024-01-01 01:45:00,2013.7489554440806,2019.9119645469098,2010.4127189892022,2014.1579547616202,3008,-1,0,0.39999999999999997,LOW,9.243717739229595,0,2014.1579547616202,,,
2024-01-01 01:50:00,2017.3265040015108,2014.9108235669555,2008.0322508315635,2014.5003823145028,1826,-1,0,0.39999999999999997,LOW,9.018465834102209,0,2014.5003823145028,,,
2024-01-01 01:55:00,2013.8734377727603,2019.4114112800248,2010.599064279741,2015.7234990672375,3311,-1,0,0.39999999999999997,LOW,8.998835468976647,0,2015.7234990672375,,,
2024-01-01 02:00:00,2011.53185853934,2021.3992410704736,2010.1024629991707,2012.461476099752,9641,-1,0,0.39999999999999997,LOW,9.217687145388675,0,2012.461476099752,,,
2024-01-01 02:05:00,2012.8391540185412,2013.998095267869,2006.802088331546,2011.8768109033826,9740,-1,0,0.39999999999999997,LOW,9.025146173096715,0,2011.8768109033826,,,
2024-01-01 02:10:00,2011.2914343105542,2017.3054728822638,2010.444479483453,2013.2672699778363,2634,-1,0,0.39999999999999997,LOW,8.819036385069476,0,2013.2672699778363,,,
2024-01-01 02:15:00,2008.796711481868,2015.9128274978418,2008.660669660847,2010.8611582466597,8908,-1,0,0.39999999999999997,LOW,8.669809856681422,0,2010.8611582466597,,,
2024-01-01 02:20:00,2013.3374733026492,2016.4677958376237,2011.8160993651613,2013.0619855146429,4669,-1,0,0.39999999999999997,LOW,8.378079164708339,0,2013.0619855146429,,,
2024-01-01 02:25:00,2014.0490253502305,2012.455313970994,2006.062051180855,2012.3143185923927,5719,-1,0,0.39999999999999997,LOW,8.24682727604925,0,2012.3143185923927,,,
2024-01-01 02:30:00,2014.498964522753,2016.2306855790487,2007.5641159714269,2012.5032088911646,5448,-1,0,0.39999999999999997,LOW,8.286802736199016,0,2012.5032088911646,,,
2024-01-01 02:35:00,2011.945619225338,2023.4582989753978,2003.3976669732576,2011.7621394733635,2007,-1,0,0.19999999999999998,LOW,9.408119809145797,0,2011.7621394733635,,,
2024-01-01 02:40:00,2017.047860263488,2025.49380124431,2016.6502989266,2018.3921255804826,2010,-1,0,0.19999999999999998,LOW,9.819885710269665,0,2018.3921255804826,,,
2024-01-01 02:45:00,2019.911225831995,2021.6728911009245,2015.9718564258733,2019.3598994367264,8664,-1,0,0.5,LOW,9.427614183106003,0,2019.3598994367264,,,
2024-01-01 02:50:00,2018.318769130906,2026.517857894822,2015.8541747122003,2017.1864925134812,3800,-1,0,0.5,LOW,9.545335040202742,0,2017.1864925134812,,,
2024-01-01 02:55:00,2021.200171748534,2024.447791236411,2015.0936385584007,2020.6764504299535,9501,-1,0,0.5,LOW,9.527127196184408,0,2020.6764504299535,,,
2024-01-01 03:00:00,2020.4702722682966,2018.6358490839073,2014.7724233718386,2018.001932550714,8727,-1,0,0.5,LOW,9.182070040177791,0,2018.001932550714,,,
2024-01-01 03:05:00,2017.6152758980568,2030.397251871047,2012.188586583864,2019.6435984285667,8528,-1,0,0.5,LOW,10.041745777987817,0,2019.6435984285667,,,
2024-01-01 03:10:00,2013.3693399281515,2016.9064774772448,2008.9890714583378,2014.7632919634386,9347,-1,0,0.5,LOW,10.100105891534593,0,2014.7632919634386,,,
2024-01-01 03:15:00,2014.0167146371282,2016.1241667201455,2009.989900624136,2011.8260162483307,6057,-1,0,0.39999999999999997,LOW,9.722406863389342,0,2011.8260162483307,,,
2024-01-01 03:20:00,2010.5467223938779,2016.7043856424054,2007.3556130351046,2013.4927620549083,5461,-1,0,0.19999999999999998,LOW,9.686822648523767,0,2013.4927620549083,,,
2024-01-01 03:25:00,2015.688124905827,2022.661830063163,2015.0837431727455,2016.76689635999,4152,-1,0,0.19999999999999998,LOW,9.637512682783859,0,2016.76689635999,,,
2024-01-01 03:30:00,2016.8428884401146,2024.9629437071428,2010.3535938347227,2018.3059690295674,8807,-1,0,0.19999999999999998,LOW,10.111020986558742,0,2018.3059690295674,,,
2024-01-01 03:35:00,2015.8389025295305,2021.4753035708375,2013.583880843925,2018.9673123322245,8838,-1,0,0.5,LOW,9.899630676116235,0,2018.9673123322245,,,
2024-01-01 03:40:00,2018.6898277170226,2019.4940100344265,2017.6278425100422,2019.0641253263045,4130,-1,0,0.5,LOW,9.13453894737986,0,2019.0641253263045,,,
2024-01-01 03:45:00,2017.1184926699198,2018.4230412229706,2013.587567773921,2015.6259049501427,5567,-1,0,0.19999999999999998,LOW,8.786159766904028,0,2015.6259049501427,,,
2024-01-01 03:50:00,2014.80868794378,2022.6244613857311,2012.1501227867063,2014.4960321127378,6534,-1,0,0.39999999999999997,LOW,8.946938703296484,0,2014.4960321127378,,,
2024-01-01 03:55:00,2015.7519583835613,2019.5959203179148,2013.0150317087985,2014.152750812957,5469,-1,0,0.39999999999999997,LOW,8.721600599088848,0,2014.152750812957,,,
2024-01-01 04:00:00,2020.7475205175026,2022.6092170982195,2012.1250547656837,2018.3636085822166,4380,-1,0,0.19999999999999998,LOW,8.889463621321891,0,2018.3636085822166,,,
